id,parse_job_id,vendor,file_name,invoice_number,invoice_date,invoice_total,invoice_vat,currency,purpose
ded38518-2fe0-46b5-a257-ab6778cab1eb,a763babb-393e-4f5f-9079-44aae82051a2,,,,,32.5,4.96,ILS,
