id,parse_job_id,vendor,file_name,invoice_number,invoice_date,invoice_total,invoice_vat,currency,purpose
6325879f-260b-42b7-a92b-27cd8f6d9328,612f7681-bd5d-46d4-93be-9e5204eb14e4,,,,,975.42,220.22,ILS,
