id,parse_job_id,vendor,file_name,invoice_number,invoice_date,invoice_total,invoice_vat,currency,purpose
dc5c0e3b-d928-4d6c-8009-1bfd77084d3c,33aba8c8-fd75-4047-8f66-e52c982f0894,,,,,975.42,220.22,ILS,
